instantly_lead_id,email,first_name,last_name,company_name,website,phone,personalization,custom_variables,Verification_Status
01a0bcc8-0608-7c8d-a584-c76fac6e7054,contact@les3genies.fr,Les,nan,"Les 3 Génies Assainissement, Voirie et Réseaux",les3genies.fr,nan,nan,"{""firstName"": ""Les"", ""lastName"": ""nan"", ""companyName"": ""Les 3 G\u00e9nies Assainissement, Voirie et R\u00e9seaux"", ""naf"": ""nan"", ""city"": ""Paris"", ""link"": """", ""type"": ""Road construction company"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Soci\u00e9t\u00e9 de travaux publics"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Road construction company, Earth works company, Masonry contractor, Sanitation service, Utility contractor"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/jTVVKP?email=contact%40les3genies.fr"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/jTVVKP"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/jTVVKP?email=contact%40les3genies.fr"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/jTVVKP""}",Valid
01a0bcc8-0608-7c8d-a584-c770cbd90890,info@mevabtp.com,MEVA,nan,MEVA BTP,mevabtp.com,nan,nan,"{""firstName"": ""MEVA"", ""lastName"": ""nan"", ""companyName"": ""MEVA BTP"", ""naf"": ""nan"", ""city"": ""Corbeil-Essonnes"", ""link"": """", ""type"": ""Earth works company"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Entreprise de terrassement"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Earth works company, Masonry contractor, Utility contractor"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/bhr2uM?email=info%40mevabtp.com"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/bhr2uM"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/bhr2uM?email=info%40mevabtp.com"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/bhr2uM""}",Invalid
01a0bcc8-0608-7c8d-a584-c77102d61b84,contactsav@groupealves.eu,SAV,nan,SAV,savidf.fr,nan,nan,"{""firstName"": ""SAV"", ""lastName"": ""nan"", ""companyName"": ""SAV"", ""naf"": ""nan"", ""city"": ""Mandres-les-Roses"", ""link"": """", ""type"": ""Civil engineering company"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Entreprise de g\u00e9nie civil"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Civil engineering company"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/knOezQ?email=contactsav%40groupealves.eu"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/knOezQ"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/knOezQ?email=contactsav%40groupealves.eu"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/knOezQ""}",Valid
01a0bcc8-0608-7c8d-a584-c77227d660fe,beauvaisistp@gmail.com,Beauvaisis,nan,"Beauvaisis TP : entreprise de voirie, travaux publics et aménagements extérieurs à Beauvais (60)",beauvaisistp.com,nan,nan,"{""firstName"": ""Beauvaisis"", ""lastName"": ""nan"", ""companyName"": ""Beauvaisis TP : entreprise de voirie, travaux publics et am\u00e9nagements ext\u00e9rieurs \u00e0 Beauvais (60)"", ""naf"": ""nan"", ""city"": ""Beauvais"", ""link"": """", ""type"": ""Road construction company"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Soci\u00e9t\u00e9 de travaux publics"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Road construction company"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/yXzTMb?email=beauvaisistp%40gmail.com"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/yXzTMb"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/yXzTMb?email=beauvaisistp%40gmail.com"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/yXzTMb""}",Valid
01a0bcc8-0608-7c8d-a584-c773add7963f,info@pl-assainissement.com,PL,nan,PL travaux d'assainissement Issy - débouchage canalisation - installation pompe de relevage - recherche de fuite d'eau,pl-assainissement.com/issy,nan,nan,"{""firstName"": ""PL"", ""lastName"": ""nan"", ""companyName"": ""PL travaux d'assainissement Issy - d\u00e9bouchage canalisation - installation pompe de relevage - recherche de fuite d'eau"", ""naf"": ""nan"", ""city"": ""Issy-les-Moulineaux"", ""link"": """", ""type"": ""Sanitation service"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Service d'assainissement"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Sanitation service"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/m74Uzz?email=info%40pl-assainissement.com"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/m74Uzz"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/m74Uzz?email=info%40pl-assainissement.com"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/m74Uzz""}",Valid
01a0bcc8-0608-7c8d-a584-c774dbfcf400,contact@salluste.fr,Salluste,nan,Salluste BTP,salluste.fr,nan,nan,"{""firstName"": ""Salluste"", ""lastName"": ""nan"", ""companyName"": ""Salluste BTP"", ""naf"": ""nan"", ""city"": ""Boulogne-Billancourt"", ""link"": """", ""type"": ""Road construction company"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Soci\u00e9t\u00e9 de travaux publics"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Road construction company"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/Z50d4b?email=contact%40salluste.fr"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/Z50d4b"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/Z50d4b?email=contact%40salluste.fr"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/Z50d4b""}",Valid
01a0bcc8-0608-7c8d-a584-c775f1a872a9,contact@sidon-construction.fr,SIDON,nan,"SIDON - Travaux subaquatiques, Travaux fluviaux et Travaux maritimes - Agence PARIS",sidon-construction.fr/travaux-subaquatiques-a-paris,nan,nan,"{""firstName"": ""SIDON"", ""lastName"": ""nan"", ""companyName"": ""SIDON - Travaux subaquatiques, Travaux fluviaux et Travaux maritimes - Agence PARIS"", ""naf"": ""nan"", ""city"": ""Paris"", ""link"": """", ""type"": ""Road construction company"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Soci\u00e9t\u00e9 de travaux publics"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Road construction company"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/p65nZG?email=contact%40sidon-construction.fr"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/p65nZG"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/p65nZG?email=contact%40sidon-construction.fr"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/p65nZG""}",Valid
01a0bcc8-0608-7c8d-a584-c776010f1c4c,eloi.fouquoire@gmail.com,NGE,nan,"NGE Génie Civil, Grands Travaux",nge.fr,nan,nan,"{""firstName"": ""NGE"", ""lastName"": ""nan"", ""companyName"": ""NGE G\u00e9nie Civil, Grands Travaux"", ""naf"": ""nan"", ""city"": ""Vanves"", ""link"": """", ""type"": ""Civil engineering company"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Entreprise de g\u00e9nie civil"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Civil engineering company"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/93VMSR?email=eloi.fouquoire%40gmail.com"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/93VMSR"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/93VMSR?email=eloi.fouquoire%40gmail.com"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/93VMSR""}",Valid
01a0bcc8-0608-7c8d-a584-c7775ab0c5dc,contact@embrase-ia.fr,TAN,nan,TAN BTP,tanbtp.com,nan,nan,"{""firstName"": ""TAN"", ""lastName"": ""nan"", ""companyName"": ""TAN BTP"", ""naf"": ""nan"", ""city"": ""Paris"", ""link"": """", ""type"": ""Road construction company"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Soci\u00e9t\u00e9 de travaux publics"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Road construction company, Cleaners"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/a3bcTe?email=contact%40embrase-ia.fr"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/a3bcTe"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/a3bcTe?email=contact%40embrase-ia.fr"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/a3bcTe""}",Valid
01a0bcc8-0608-7c8d-a584-c7789445f8e9,mhrenov24@yahoo.com,MH,nan,MH RENOV,mhrenov.com/contact,nan,nan,"{""firstName"": ""MH"", ""lastName"": ""nan"", ""companyName"": ""MH RENOV"", ""naf"": ""nan"", ""city"": ""Paris"", ""link"": """", ""type"": ""Road construction company"", ""niche"": ""TERRASSEMENT"", ""siren"": ""nan"", ""siret"": ""nan"", ""statut"": ""NOTBOOKED"", ""service"": ""Terrassement / VRD"", ""category"": ""Soci\u00e9t\u00e9 de travaux publics"", ""effectif"": ""nan"", ""subniche"": ""Terrassement / VRD (France)"", ""subtypes"": ""Road construction company"", ""lead_score"": ""nan"", ""jum_segment"": ""b2b"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/GWyI30?email=mhrenov24%40yahoo.com"", ""tracking_url"": """", ""status_filter"": ""valid"", ""annee_creation"": ""nan"", ""forme_juridique"": ""nan"", ""chiffre_affaires"": ""nan"", ""tranche_effectif"": ""nan"", ""taille_entreprise"": ""nan"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation/btp/GWyI30"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/GWyI30?email=mhrenov24%40yahoo.com"", ""comptable_delivery_segment"": ""b2b"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation/btp/GWyI30""}",Valid
