instantly_lead_id,email,first_name,last_name,company_name,website,phone,personalization,custom_variables
01068c1b-dc2d-538a-a096-071b14d26c0d,aubergevallee@wanadoo.fr,Auberge,,Auberge de la Vallée Verte,aubergevalleeverte.com/restaurant-hotel-restaurant-vernouillet-dreux,,,"{""firstName"": ""Auberge"", ""lastName"": """", ""companyName"": ""Auberge de la Vall\u00e9e Verte"", ""naf"": ""56.10A"", ""city"": ""Vernouillet"", ""link"": """", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": ""385092721"", ""siret"": ""38509272100013"", ""statut"": ""NOTBOOKED"", ""service"": ""Restauration"", ""campaign"": ""e4f11e76-717e-4be9-a6ad-c7f0a331afb7"", ""category"": ""restaurants"", ""effectif"": ""03"", ""esp_code"": 999, ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant"", ""lead_score"": ""100"", ""jum_segment"": ""restaurant"", ""confirm_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/UMdAEh?email=aubergevallee%40wanadoo.fr"", ""tracking_url"": """", ""annee_creation"": ""1992"", ""forme_juridique"": ""5599"", ""chiffre_affaires"": """", ""tranche_effectif"": ""03"", ""taille_entreprise"": ""TPE"", ""reservation_jum_link"": ""https://www.hercule.dev/reservation-jum.html/UMdAEh"", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation-jum.html/UMdAEh?email=aubergevallee%40wanadoo.fr"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-jum.html/UMdAEh""}"
01a0b54e-f1b6-7373-baff-3920793e1c7c,info@c-toucom.com,Le,,Le Grand Café,legrandcafe-moulins.fr,,,"{""firstName"": ""Le"", ""companyName"": ""Le Grand Caf\u00e9"", ""naf"": """", ""city"": ""Moulins"", ""type"": ""Brasserie"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Brasserie, Microbrasserie, Restaurant fran\u00e7ais"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-02f3-7fef-943c-5a7d49bd969b,info@menorcaexperimental.com,Frenchie,,Frenchie Biarritz,experimentalgroup.com/biarritz/regina-experimental/frenchie-biarritz,,,"{""firstName"": ""Frenchie"", ""companyName"": ""Frenchie Biarritz"", ""naf"": """", ""city"": ""Biarritz"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-1dae-7355-a74e-e28db69950b1,contact@pierrehenripoiret.com,Le,,Le Jane - Restaurant gastronomique à Lille,hotelarbrevoyageur.com/fr/page/jane,,,"{""firstName"": ""Le"", ""companyName"": ""Le Jane - Restaurant gastronomique \u00e0 Lille"", ""naf"": """", ""city"": ""Lille"", ""type"": ""Restaurant gastronomique"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""Restaurant gastronomique"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant gastronomique, Restaurant fran\u00e7ais, Restaurant m\u00e9diterran\u00e9en, Restaurant"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-217d-7954-95d1-a172fc83b453,cil@ovh.net,Le,,Le Gaston,legaston.fr,,,"{""firstName"": ""Le"", ""companyName"": ""Le Gaston"", ""naf"": """", ""city"": ""Dunkerque"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-58a2-726a-983d-92121fc99812,contact@gocom.fr,Restaurant,,Restaurant Gastronomique L'Osmose,restaurantlosmose.fr,,,"{""firstName"": ""Restaurant"", ""companyName"": ""Restaurant Gastronomique L'Osmose"", ""naf"": """", ""city"": ""Obernai"", ""type"": ""Restaurant gastronomique"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant gastronomique, Restaurant fran\u00e7ais"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3aa30f37678,contact.lespetitsprinces@gmail.com,Brasserie,,Brasserie Les Petits Princes,brasserie-lespetitsprinces.com,,,"{""firstName"": ""Brasserie"", ""companyName"": ""Brasserie Les Petits Princes"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Bistro, Brasserie"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3ab6a450cb7,lesquaredeauville@gmail.com,Le,,Le Square Deauville,lesquaredeauville.fr,,,"{""firstName"": ""Le"", ""companyName"": ""Le Square Deauville"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Restaurant servant le petit-d\u00e9jeuner, Caf\u00e9"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3ac29f38422,mammamia.deauville@gmail.com,Mamma,,Mamma Mia Deauville,mammamiadeauville.com,,,"{""firstName"": ""Mamma"", ""companyName"": ""Mamma Mia Deauville"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": ""restaurants"", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant, Bar lounge, Restaurant de plats \u00e0 emporter, Restaurant m\u00e9diterran\u00e9en, Pizzeria, Brasserie"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
01a0b54f-71d9-78fd-8239-c3ad12fb0eb6,brasserie.marion.deauville14@gmail.com,Brasserie,,Brasserie Marion,brasserie-marion-deauville.com,,,"{""firstName"": ""Brasserie"", ""companyName"": ""Brasserie Marion"", ""naf"": """", ""city"": ""Deauville"", ""type"": ""Restaurant"", ""niche"": ""Restaurants ind\u00e9pendants (France)"", ""siren"": """", ""siret"": """", ""service"": ""Restauration"", ""category"": """", ""effectif"": """", ""subniche"": ""Restaurants ind\u00e9pendants (France)"", ""subtypes"": ""Restaurant"", ""lead_score"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """"}"
